title,year,director,genres,country,language,rating,votes
悠哉日常大王剧场版：假期活动 劇場版 のんのんびより ばけーしょん,2018,川面真也,喜剧 / 动画,日本,日语,8.9,4751
绿野晨星,1983,葛根塔娜,剧情,中国大陆,汉语普通话,8.9,596
昨日的美食 2020新年特别篇 きのう何食べた？正月スペシャル2020,2020,中江和仁 / 野尻克己 / 片桐健滋,剧情 / 同性 / 家庭,日本,日语,8.9,12180
魔法阿妈 魔法阿媽,1998,王小棣,喜剧 / 动画 / 奇幻,中国台湾,汉语普通话 / 闽南语,8.9,8387
超时空要塞 可曾记得爱 超時空要塞マクロス 愛・おぼえていますか,1984,石黑升 / 河森正治,爱情 / 科幻 / 动画,日本,日语,8.9,7484
小魔女学园：魔法游行 リトルウィッチアカデミア 魔法仕掛けのパレード,2015,吉成曜,动画,日本,日语,8.9,3146
攻壳机动队SSS 3D 攻殻機動隊 STAND ALONE COMPLEX Solid State Society 3D,2011,神山健治,科幻 / 动画,日本,日语,8.9,4168
阴道独白 The Vagina Monologues,2002,伊娃·恩斯特,剧情 / 喜剧,美国,英语,8.9,4732
西岳奇童,1984,靳夕 / 刘蕙仪,动画,中国大陆,汉语普通话,8.9,3727
王菲：幻乐一场,2016,Jennifer Chan,音乐 / 真人秀,中国大陆 / 中国香港,汉语普通话 / 粤语,8.9,5237
万尼亚 National Theatre Live: Vanya,2024,山姆·耶茨,剧情,英国,英语,8.9,1087
动机与提示 National Theatre Live :The Motive and the Cue,2024,萨姆·门德斯,剧情 / 戏曲,英国,英语,8.9,843
好人赫德 National Theatre Live: Good,2023,多米尼克·库克,剧情,英国,英语,8.9,2509
"孤身骑车人 ""The Adventures of Sherlock Holmes"" The Solitary Cyclist",1984,Paul Annett,悬疑 / 犯罪,英国,英语,8.9,2198
"铜山毛榉案 ""The Adventures of Sherlock Holmes"" The Copper Beeches",1985,Paul Annett,悬疑 / 犯罪,英国,英语,8.9,1999
瑞奇·热维斯：人性 Ricky Gervais: Humanity,2018,约翰·L·斯潘塞,喜剧 / 脱口秀,美国,英语,8.9,3931
戴夫·查普尔：扭曲事实的时代 The Age of Spin: Dave Chappelle,2017,斯坦·拉森,喜剧 / 脱口秀,美国,英语,8.9,2642
空之境界 总集篇 劇場版 空の境界 Remix -Gate of seaventh heaven-,2009,青木荣 / 野中卓也 / 小船井充 / 泷口祯一 / 平尾隆之 / 三浦贵博,剧情 / 动画,日本,日语,8.9,1420
解放5：最后一击 Освобождение: Последний штурм,1971,尤里·奥泽洛夫,历史 / 战争,苏联,俄语,8.9,1542
银河英雄传说 Die Neue These 策谋 第1章 銀河英雄伝説 Die Neue These 策謀 第1章,2022,多田俊介,动画,日本,日语,8.9,1194
月球漫步 Moonwalker,1988,科林·奇尔弗斯 / Jerry Kramer / Jim Blashfield,音乐 / 奇幻,美国,英语,8.9,6749
鬼灯的冷彻 OAD1 鬼灯の冷徹 「マニアと非マニアの温度差/コンコン野干 大判小判」,2015,镝木宏,喜剧 / 动画,日本,日语,8.9,3642
鬼灯的冷彻 OAD2 鬼灯の冷徹 「座敷童子攻略法/アイドル前線」,2015,镝木宏,喜剧 / 动画,日本,日语,8.9,2530
艾迪·格里芬：告诉他们是我说的 Eddie Griffin: You Can Tell 'Em I Said It,2011,Jay Karas,喜剧,美国,英语,8.9,892
淘金岁月 Roughing It,2002,查尔斯·马丁·史密斯,剧情,美国,英语,8.9,649
鬼海怪物 Creature from the Haunted Sea,1961,罗杰·科曼,喜剧 / 恐怖 / 犯罪,美国,英语,8.9,139
皮罗斯马尼 ფიროსმანი,1969,吉奥尔吉·申格拉亚,剧情 / 传记,苏联,俄语 / 格鲁吉亚语 / 法语,8.9,2804
无头骑士异闻录：天网恢恢 デュラララ!! 第12.5話 天網恢恢,2010,大森贵弘,动画,日本,日语,8.9,2484
女驸马,1959,刘琼,剧情 / 爱情 / 戏曲,中国大陆,安徽方言,8.9,2240
小猫虎子 Котёнок,1997,Ivan Popov,家庭,俄罗斯,俄语,8.9,1555
紫钗记 紫釵記,1959,李铁,剧情 / 爱情 / 古装 / 戏曲,中国香港,粤语,8.9,515
剧场动画版 宇宙兄弟 宇宙兄弟#0,2014,渡边步,剧情 / 动画,日本,日语,8.9,528
金色池塘 On Golden Pond,2001,Ernest Thompson,剧情,美国,英语,8.9,508
英村脑残故事 特别篇 This Country Special - The Aftermath,2018,Tom George,喜剧,英国,英语,8.9,470
黑籍冤魂,1916,张石川 / 管海峰,剧情,中国大陆,无对白,8.9,122
穷途末路 La fin du jour,1939,朱利安·杜维威尔 Julien Duvivier,剧情,法国,法语,8.9,138
守望先锋：英雄 Overwatch: Hero,2016,Jeramiah Johnson,动画,美国,英语,8.9,3221
"福尔摩斯：驼背人 ""The Adventures of Sherlock Holmes"" The Crooked Man",1984,Alan Grint,悬疑 / 犯罪,英国,英语,8.9,2229
龙樱：东大考试机密技巧总传授SP ドラゴン桜 東大受験マル秘テクニック総伝授SP,2005,,,日本,日语,8.9,1343
鲁邦三世：宝物返还大作战 ルパン三世 お宝返却大作戦,2003,川越淳,喜剧 / 动作 / 动画 / 犯罪 / 冒险,日本,日语,8.9,1147
拂晓的尤娜 OAD2 暁のヨナ はじまりの龍,2016,米田和弘,动画,日本,日语,8.9,934
"王冠宝石案 ""The Memoirs of Sherlock Holmes"" The Mazarin Stone",1994,Peter Hammond,悬疑 / 犯罪,英国,英语,8.9,844
水星领航员 OVA Aria the OVA: Arietta,2007,佐藤顺一,剧情 / 动画,日本,日语,8.9,919
"做我的情人吧，查理·布朗 Be My Valentine, Charlie Brown",1975,菲尔·罗曼,剧情 / 喜剧 / 动画 / 家庭 / 儿童,美国,英语,8.9,733
理发师陶德演唱会 Sweeney Todd: The Demon Barber of Fleet Street in Concert (2001) (TV),2001,隆尼·普莱斯 / 哈罗德·普林斯,剧情 / 惊悚 / 音乐 / 歌舞,美国,英语,8.9,415
神秘博士与致命死亡的诅咒 Comic Relief: Doctor Who and the Curse of Fatal Death,1999,John Henderson,喜剧 / 科幻,英国,英语,8.9,411
拉塞尔·彼得斯：瞧瞧你有多可乐 Russell Peters: Show Me the Funny,2001,Allan Manson,脱口秀,美国,英语,8.9,286
披头四外传 Two of Us,2000,迈克尔 林赛-霍格 (Michael Lindsay-Hogg),剧情,美国,英语,8.9,332
天鹅湖 Swan Lake,2018,罗斯·麦克吉本,音乐 / 歌舞,英国,英语,8.9,271
恩雅精选集 Enya: The Video Collection,2001,Enya,音乐,英国,英语,8.9,221
"肖斯德姆别墅 ""The Casebook of Sherlock Holmes"" Shoscombe Old Place",1991,Patrick Lau,悬疑 / 犯罪,英国,英语,8.9,989
利奥波德城 National Theatre Live: Leopoldstadt,2022,派崔克·马柏,剧情,英国,英语,8.9,765
"蔡依林""play""世界巡回演唱会",2015,Stacy Walker / Travis Payne,音乐 / 歌舞,中国台湾,汉语普通话,8.9,473
克拉姆一家2 Krummerne 2: Stakkels Krumme,1992,斯文·梅斯林,喜剧 / 家庭,丹麦,丹麦语,8.9,543
神秘博士：信息场 Doctor Who - The Inforarium,2013,,,英国,英语,8.9,451
吉赛尔 Giselle,1996,Alexandre Tarta,音乐 / 奇幻,法国,无对白,8.9,338
临时演员圣诞特辑 The Extra Special Series Finale,2007,Ricky Gervais / Stephen Merchant,剧情 / 喜剧,英国,英语,8.9,334
四神奇 ブレーメン４ 地獄の中の天使たち,1981,笹川浩 / 手冢治虫,动画,日本,日语,8.9,282
怒海英雄：公爵夫人与恶魔 Hornblower: The Duchess and the Devil,1999,安德鲁·格里弗,剧情 / 战争 / 冒险,英国,英语,8.9,295
演员工作室：休·格兰特 Inside the Actors Studio - Hugh Grant,2002,Jeff Wurtz,脱口秀,美国,英语,8.9,236
我爱我爹,1999,路振隆,戏曲,中国大陆,河南话,8.9,256
魔兽世界：了断 World of Warcraft: Reckoning,2019,,动画,美国,英语,8.9,238
罗密欧与朱丽叶 Romeo and Juliet,2019,,,英国,,8.9,200
布朗夫人的儿子们：2016圣诞特别篇 Mrs Brown's Boys Christmas Specials 2016: Mammy's Forest,2016,Ben Kellett,喜剧,英国,,8.9,140
瓦格纳－尼伯龙根的指环：莱茵的黄金 Das Rheingold,1990,Brian Large / Otto Schenk,剧情 / 音乐 / 奇幻,美国,German,8.9,134
2014世界杯半决赛 Brazil vs Germany,2014,,运动,巴西,,8.9,146
Nine Inch Nails Live: And All That Could Have Been  nails,2002,Rob Sheridan,音乐,美国,英语,8.9,113
"首夜演出 Primera noche de mi vida, La",1998,Miguel Albaladejo,喜剧,西班牙,西班牙语,8.9,123
街头霸王—入侵恶灵古堡 Gorillaz: Phase Two - Slowboat to Hades,2006,杰米·休莱特,音乐,英国,英语,8.9,101
拉塞尔·皮特斯：幽默无国界 Russell Peters: Outsourced,2006,Alan C. Blomquist,脱口秀,美国,英语,8.9,1280
通烟囱工人与牧羊女 La bergère et le ramoneur,1952,保罗·格里莫尔,喜剧 / 动画 / 奇幻,法国,英语 / 法语,8.9,916
飞翔的梦 Motýlí cas,1991,布雷梯斯拉夫·波杰,动画 / 家庭 / 奇幻,捷克斯洛伐克 / 加拿大,捷克语,8.9,942
乔治·卡林：再来一次 George Carlin: Doin' It Again,1990,罗科·厄比斯基,喜剧 / 脱口秀,美国,英语,8.9,703
周六夜现场 Saturday Night Live Jimmy Fallon/Justin Timberlake,2013,,,美国,英语,8.9,613
加布里埃尔·伊格莱西亚斯：我不是胖…我是蓬松 Gabriel Iglesias: I'm Not Fat... I'm Fluffy,2009,曼尼·罗德里格斯,喜剧 / 脱口秀,美国,英语 / 西班牙语,8.9,584
周六夜现场：米克·贾格尔 Saturday Night Live Mick Jagger,2012,,,美国,英语,8.9,561
卡里古拉 カリギュラ,2007,蜷川幸雄,剧情 / 战争,日本,日语,8.9,544
响舞 Iberia,2005,卡洛斯·绍拉,歌舞,西班牙 / 法国,西班牙语,8.9,458
抬花轿,1986,陈献玉,爱情 / 戏曲,中国大陆,河南话,8.9,465
梦幻妈妈 Virtual Mom,2000,Laurie Lynd,家庭 / 冒险,加拿大,英语,8.9,439
加布里埃尔·伊格莱西亚斯：阿罗哈蓬松哥！ Gabriel Iglesias: Aloha Fluffy,2013,曼尼·罗德里格斯,喜剧 / 脱口秀,美国,英语 / 西班牙语,8.9,405
蝙蝠侠同人音乐剧 Holy Musical B@man！,2012,Matt Lang / Nick Lang,喜剧 / 音乐 / 歌舞,美国,英语,8.9,424
喜剧演员肯尼斯·威廉姆斯 Kenneth Williams: Fantabulosa!,2006,Andy DeEmmony,同性 / 传记,英国,英语,8.9,425
克拉姆一家3 Krummerne 3 - fars gode idé,1994,斯文·梅斯林,喜剧 / 家庭,丹麦,丹麦语,8.9,404
日常 Normal,2019,Mragendra Singh,剧情,美国,英语,8.9,365
Dear Girl～Stories～THE MOVIE,2010,内田浩之,,日本,日语,8.9,329
鼠头四传奇之你就缺钱 The Rutles: All You Need Is Cash,1978,Eric Idle / Gary Weis,喜剧 / 音乐,美国 / 英国,英语,8.9,326
狼之谷 狼之谷（国家地理）,2007,,,美国,英语,8.9,331
学友.光年世界巡回演唱会,2007,王君樱,音乐,中国香港 / 中国大陆,粤语 / 汉语普通话,8.9,301
彩虹 Rainbow,1995,鲍勃·霍斯金斯,喜剧 / 家庭,英国 / 加拿大,英语,8.9,314
偶像活动 剧场版 劇場版 アイカツ！,2014,木村隆一 / 矢野雄一郎,动画,日本,日语,8.9,321
柯南无国界：海地特辑 Conan Without Borders: Haiti,2018,,喜剧 / 脱口秀,美国,英语,8.9,269
"Russell Peters: Two Concerts, One Ticket",2006,Allan Manson,喜剧,美国,,8.9,257
杰夫·敦哈姆:混乱特工 Jeff Dunham: Controlled Chaos,2011,Michael Simon,喜剧,美国,英语,8.9,252
公园与游憩特辑 A Parks and Recreation Special,2020,摩根·萨基特,喜剧,美国,英语,8.9,234
京鹿子娘道成寺,1956,萩山辉男,,日本,日语,9.0,218
2007红鼻子日慈善专场大表演 Comic Relief 2007: The Big One,2007,Richard Ayoade (additional material) / Julian Barratt (segment),,英国,英语,8.9,211
24小时不准笑：科学博士 絶対に笑ってはいけない科学博士24時,2016,,喜剧 / 脱口秀,日本,日语,8.9,208
野性法国2 Le plus beau pays du monde 2,2015,弗莱德·福吉,,法国,法语,8.9,114
全美街舞达人：十大最佳表演 America's Best Dance Crew: Top 10 Performances of All Time,2009,Austin Reading,,美国,英语,8.8,212
爱的奇迹 The Miracle of Love,2001,,爱情,英国 / 德国,Tamil,8.9,183
唐尼采蒂 歌剧《爱之甘醇》 L' Elisir d'amore,1996,Brian Large,喜剧 / 音乐,英国,意大利语,8.9,220
艾伦·狄珍妮：人之初 Ellen DeGeneres: The Beginning,2000,Joel Gallen,喜剧,USA,English,8.8,198
呼叫助产士：2017圣诞特别辑 Call the Midwife Christmas Special 2017,2017,Syd Macartney,剧情 / 爱情 / 儿童 / 历史,英国,英语,8.9,191
"布朗夫人的儿子们2018新年特辑 Mrs. Brown's Boys: New Year Special 2018,CSI: Mammy",2018,Ben Kellett,喜剧,英国,英语,8.9,145
莱昂纳德·科恩：来自路上的歌 Leonard Cohen: Songs from the Road,2008,,音乐,美国,英语,8.9,124
李后主,1968,李晨风,剧情 / 歌舞,中国香港,粤语,8.9,103
穆索尔斯基 歌剧《鲍里斯·戈都诺夫》 Mussorgsky - Boris Godunov,1990,Humphrey Burton / Andrei Tarkovsky,音乐,英国,俄语,8.9,117
幻术大师：盒中的杰克 Jonathan Creek: Jack in the Box,1997,马库斯·莫迪默,悬疑 / 犯罪,英国,英语,8.9,112
Yok Artik,2015,Caner Özyurtlu,喜剧,土耳其,土耳其语,8.9,95
"圣母在上OVA4：Ready,Go! マリア様がみてる レディ、GO",2007,福岛宏之,动画,日本,日语,8.9,784
第65届托尼奖颁奖典礼 The 65th Annual Tony Awards,2011,Glenn Weiss,歌舞,美国,英语,8.9,317
俄底浦斯王 Oedipus Rex,1993,Julie Taymor,,日本,拉丁语 / 日语,8.9,321
狼图腾：一人一生一座城,2017,,传记 / 运动,中国大陆,汉语普通话,8.9,307
卡门 Carmen,1978,Franco Zeffirelli,音乐 / 歌舞 / 戏曲,法国 / 意大利 / 奥地利,法语,8.9,297
大河之舞 Riverdance Live From Beijing,2010,John McColgan,歌舞,爱尔兰,英语,8.9,287
马达加斯加：一个与世隔绝的世界 Living Edens - Madagascar: A World Apart,2000,Andrew Young,,美国,英语,8.9,236
布朗夫人的儿子们：2017圣诞特别篇 Mrs. Brown's Boys Christmas Special: Mammy's Mummy,2017,Ben Kellett,剧情,英国,英语,8.9,222
与Ed Sheeran的九个日夜 nine days and nights of ed sheeran,2014,迈克尔·邦菲格利奥,音乐,美国,,8.9,226
睡美人 The Sleeping Beauty,2007,Ross MacGibbon / Marius Petipa,音乐,英国,英语,8.9,197
西厢记,2010,杨小青,戏曲,中国大陆,嵊州话,8.9,189
小红莓卡百利伦敦演唱会 Live In London,1994,,歌舞,爱尔兰,英语,8.9,167
疾速挡爬行榜 Top Gear of the Pops,2007,,,英国,英语,8.9,157
第67届托尼奖颁奖典礼 The 67th Annual Tony Awards,2013,Glenn Weiss,,美国,英语,8.9,151
柴科夫斯基－歌剧《叶甫盖尼·奥涅金》 Eugene Onegin,0,Andrea Breth / Brian Large,,奥地利,俄语,8.9,148
The Friday Night Project,2005,Steve Smith,,UK,english,8.9,151
第四十九届超级碗 Super Bowl XLIX,2015,,运动,美国,英语,8.9,141
Eric Clapton: Live in Hyde Park (1997) (TV),1997,,,,,8.9,132
神秘园之夜 A Night with Secret Garden,2000,Stanley Dorfman,,挪威,英语,8.9,113
大胖考2006 The Big Fat Quiz of the Year: 2006,0,,真人秀,英国,英语,8.9,100
The Smashing Pumpkins: 1991-2000 Greatest Hits Video Collection,2001,Jonas Åkerlund,音乐,美国,英语,8.9,115
艾丽西亚·凯斯：不插电演唱会 Alicia Keys: MTV Unplugged,2005,Alex Coletti,音乐,美国,英语,8.9,113
罗杰·沃特斯：在现场 Roger Waters: In the Flesh Live,2000,Ernie Fritz,音乐,美国,English,8.9,110
夏奇拉巴黎演唱会 Shakira: En Vivo Desde Paris,2011,Nick Wickham,,美国,西班牙语,8.9,109
Great Performances: Burn the Floor,1999,Anthony Van Laast / 戴维 马利特 （David Mallet）,,美国,,8.9,104
"卡拉斯在汉堡 Maria Callas in Concert - Hamburg, 16 March 1962",1962,,音乐,西德,法语 / 意大利语,8.9,104
Jam,2000,克里斯多夫·莫利斯,喜剧,英国,英语,8.9,92
One Night with Robbie Williams,2001,Hamish Hamilton,音乐,英国,英语,8.9,96
阿森纳 - 2007/2008赛季回顾 Arsenal - Season Review 2007/2008,2008,,运动,英国,英语,8.9,92
多莉艾莫丝蒙特勒演唱会 Live at Montreux 1991/1992,2008,,音乐,英国,英语,8.9,83
Bon Jovi: The Crush Tour,2000,,音乐,美国,英语,8.9,90
Wingspan,2001,Alistair Donald,,,英语,8.9,88
パルコ歌舞伎 決闘！高田馬場,2006,三谷幸喜,,日本,日语,8.9,90
有伤风化 Indecent,2018,David Horn,剧情,美国,英语,8.9,95
Penn & Teller: Fool Us,2010,,,英国,英语,8.9,73
Linkin Park: Frat Party at the Pankake Festival,2001,Joseph Hahn,音乐,美国,英语,8.9,72
追踪莫扎特 Trillertrine,1991,Karl-Heinz Lotz,,德国,德语,8.9,69
莫扎特 《魔笛》 大都会歌剧院高清歌剧转播 The Metropolitan Opera HD Live -  Mozart: Die Zauberflöte,2017,,音乐,美国,德语,8.8,78
每一件美好的小事 Every Brilliant Thing,2015,Fenton Bailey / 兰迪·巴巴托,,美国,英语,8.9,74
哈利·波特与火焰杯 Harry Potter and the Goblet of Fire,2005,迈克·内威尔,悬疑 / 奇幻 / 冒险,英国 / 美国,英语 / 法语,8.8,735691
阿凡达 Avatar,2009,詹姆斯·卡梅隆,动作 / 科幻 / 冒险,美国,英语 / 西班牙语,8.8,1498427
超能陆战队 Big Hero 6,2014,唐·霍尔 / 克里斯·威廉姆斯,喜剧 / 动作 / 科幻 / 动画 / 冒险,美国,英语,8.8,1083416
看不见的客人 Contratiempo,2016,奥里奥尔·保罗,剧情 / 悬疑 / 惊悚 / 犯罪,西班牙,西班牙语,8.8,1362223
喜剧之王 喜劇之王,1999,周星驰 / 李力持,剧情 / 喜剧 / 爱情,中国香港,粤语,8.8,1031265
寄生虫 기생충,2019,奉俊昊,剧情,韩国,韩语 / 英语,8.8,1463103
头脑特工队 Inside Out,2015,彼特·道格特 / 罗纳尔多·德尔·卡门,喜剧 / 动画 / 冒险,美国,英语,8.8,721490
加勒比海盗 Pirates of the Caribbean: The Curse of the Black Pearl,2003,戈尔·维宾斯基,动作 / 奇幻 / 冒险,美国,英语,8.8,915809
驯龙高手 How to Train Your Dragon,2010,迪恩·德布洛斯 / 克里斯·桑德斯,动画 / 奇幻 / 冒险,美国,英语,8.8,806361
奥本海默 Oppenheimer,2023,克里斯托弗·诺兰,剧情 / 传记 / 历史,美国 / 英国,英语 / 德语 / 荷兰语 / 意大利语 / 意第绪语,8.8,754814
首尔之春 서울의 봄,2023,金成洙,剧情,韩国,韩语,8.8,217087
"怪兽电力公司 Monsters, Inc.",2001,彼特·道格特 / 大卫·西尔弗曼 / 李·昂克里奇,喜剧 / 动画 / 儿童 / 奇幻 / 冒险,美国,英语,8.8,724861
时空恋旅人 About Time,2013,理查德·柯蒂斯,喜剧 / 爱情 / 奇幻,英国 / 美国,英语,8.8,734780
倩女幽魂,1987,程小东,爱情 / 奇幻 / 武侠 / 古装,中国香港,粤语,8.8,780311
七宗罪 Se7en,1995,大卫·芬奇,剧情 / 悬疑 / 惊悚 / 犯罪,美国,英语,8.8,999960
爱在黎明破晓前 Before Sunrise,1995,理查德·林克莱特,剧情 / 爱情,美国 / 奥地利 / 瑞士,英语 / 德语 / 法语,8.8,743210
重庆森林 重慶森林,1994,王家卫,剧情 / 爱情,中国香港,粤语 / 汉语普通话 / 英语 / 印地语 / 日语,8.8,870198
萤火之森 蛍火の杜へ,2011,大森贵弘,剧情 / 爱情 / 动画 / 奇幻,日本,日语,8.8,577612
请以你的名字呼唤我 Call Me by Your Name,2017,卢卡·瓜达尼诺,剧情 / 爱情 / 同性,意大利 / 法国 / 巴西 / 美国,英语 / 意大利语 / 法语 / 德语 / 希伯来语,8.8,777751
花样年华 花樣年華,2000,王家卫,剧情 / 爱情,中国香港,粤语 / 上海话 / 法语,8.8,661283
无间道2 無間道II,2003,刘伟强 / 麦兆辉,剧情 / 惊悚 / 犯罪,中国香港,粤语 / 英语 / 汉语普通话 / 泰语,8.8,526542
阳光灿烂的日子,1994,姜文,剧情 / 爱情,中国大陆 / 中国香港,汉语普通话,8.8,655646
大红灯笼高高挂,1991,张艺谋,剧情,中国大陆 / 中国香港 / 中国台湾,汉语普通话,8.8,326709
被嫌弃的松子的一生 嫌われ松子の一生,2006,中岛哲也,剧情 / 歌舞,日本,日语,8.8,741428
模仿游戏 The Imitation Game,2014,莫滕·泰杜姆,剧情 / 同性 / 传记 / 战争,英国 / 美国,英语 / 德语,8.8,689257
断背山 Brokeback Mountain,2005,李安,剧情 / 爱情 / 同性 / 家庭,美国 / 加拿大,英语,8.8,745290
心迷宫,2014,忻钰坤,剧情 / 悬疑 / 犯罪,中国大陆,汉语普通话,8.8,573497
告白,2010,中岛哲也,剧情 / 悬疑,日本,日语,8.8,708632
幸福终点站 The Terminal,2004,史蒂文·斯皮尔伯格,剧情 / 喜剧 / 爱情,美国,英语 / 保加利亚语 / 西班牙语 / 俄语 / 汉语普通话 / 德语 / 法语,8.8,608793
被解救的姜戈 Django Unchained,2012,昆汀·塔伦蒂诺,剧情 / 动作 / 西部 / 冒险,美国,英语 / 法语 / 德语,8.8,652050
大鱼 Big Fish,2003,蒂姆·波顿,剧情 / 爱情 / 奇幻 / 冒险,美国,英语 / 法语 / 俄语 / 粤语 / 汉语普通话,8.8,599370
海街日记 海街diary,2015,是枝裕和,剧情 / 家庭,日本,日语,8.8,487533
黑客帝国3：矩阵革命 The Matrix Revolutions,2003,拉娜·沃卓斯基 / 莉莉·沃卓斯基,动作 / 科幻,美国,英语 / 法语,8.8,473311
阳光姐妹淘 써니,2011,姜炯哲,剧情 / 喜剧,韩国,韩语,8.8,614001
达拉斯买家俱乐部 Dallas Buyers Club,2013,让-马克·瓦雷,剧情 / 同性 / 传记,美国,英语 / 日语,8.8,481688
谍影重重3 The Bourne Ultimatum,2007,保罗·格林格拉斯,动作 / 悬疑 / 惊悚,美国 / 德国 / 法国 / 英国,英语 / 法语 / 阿拉伯语 / 俄语 / 西班牙语,8.8,444879
纵横四海 緃横四海,1991,吴宇森,剧情 / 喜剧 / 动作 / 犯罪,中国香港,粤语 / 汉语普通话 / 客家话 / 英语 / 法语,8.8,452798
特工 공작,2018,尹钟彬,剧情,韩国,韩语 / 汉语普通话 / 日语,8.8,222831
终结者2：审判日 Terminator 2: Judgment Day,1991,詹姆斯·卡梅隆,动作 / 科幻,美国 / 法国,英语 / 西班牙语,8.8,363031
荒蛮故事 Relatos salvajes,2014,达米安·斯兹弗隆,剧情 / 喜剧 / 犯罪,阿根廷 / 西班牙,西班牙语,8.8,471824
房间 Room,2015,伦尼·阿伯拉罕森,剧情 / 家庭,爱尔兰 / 加拿大 / 英国 / 美国,英语,8.8,386215
千年女优 千年女優,2001,今敏,剧情 / 爱情 / 动画,日本,日语,8.8,296119
斯隆女士 Miss Sloane,2016,约翰·马登,剧情 / 悬疑,美国 / 法国,英语,8.8,113440
名侦探柯南：贝克街的亡灵 名探偵コナン ベイカー街の亡霊,2002,儿玉兼嗣,动画 / 悬疑 / 冒险,日本,日语,8.8,283234
罗生门 羅生門,1950,黑泽明,剧情 / 悬疑 / 犯罪,日本,日语,8.8,337680
洛城机密 L.A. Confidential,1997,柯蒂斯·汉森,剧情 / 悬疑 / 惊悚 / 犯罪,美国,英语,8.8,162193
熊出没之过年,2013,丁亮,剧情 / 喜剧 / 动画 / 家庭 / 儿童 / 冒险,中国大陆,汉语普通话,8.8,53095
枪火 鎗火,1999,杜琪峰,剧情 / 动作 / 犯罪,中国香港,粤语,8.8,244153
步履不停 歩いても 歩いても,2008,是枝裕和,剧情 / 家庭,日本,日语,8.8,302575
千钧一发 Gattaca,1997,安德鲁·尼科尔,剧情 / 科幻 / 惊悚,美国,英语 / 世界语,8.8,325577
魂断蓝桥 Waterloo Bridge,1940,茂文·勒鲁瓦,剧情 / 爱情 / 战争,美国,英语 / 法语,8.8,295874
横道世之介,2013,冲田修一,剧情 / 爱情,日本,日语,8.8,185788
回到未来 Back to the Future,1985,罗伯特·泽米吉斯,喜剧 / 科幻 / 冒险,美国,英语,8.8,231135
独立时代 獨立時代,1994,杨德昌,剧情,中国台湾,汉语普通话 / 闽南话,8.8,63479
比海更深 海よりもまだ深く,2016,是枝裕和,剧情 / 家庭,日本,日语,8.8,223072
那山那人那狗,1999,霍建起,剧情 / 家庭,中国大陆,汉语普通话,8.8,137509
百万美元宝贝 Million Dollar Baby,2004,克林特·伊斯特伍德,剧情 / 运动,美国,英语 / 爱尔兰盖尔语,8.8,242953
战场上的快乐圣诞 Merry Christmas Mr. Lawrence,1983,大岛渚,剧情 / 同性 / 战争,英国 / 新西兰 / 日本,英语 / 日语,8.8,147360
东邪西毒：终极版 東邪西毒終極版,2008,王家卫,剧情 / 动作 / 爱情,中国香港 / 中国大陆 / 中国台湾,粤语 / 汉语普通话,8.8,212865
爱尔兰人 The Irishman,2019,马丁·斯科塞斯,剧情 / 传记 / 犯罪,美国,英语 / 意大利语 / 拉丁语 / 西班牙语 / 德语,8.8,273032
原始星球 La planète sauvage,1973,阿内·拉鲁,科幻 / 动画,法国 / 捷克斯洛伐克,法语,8.8,32726
面子 Saving Face,2004,伍思薇,剧情 / 喜剧 / 爱情 / 同性,美国,英语 / 汉语普通话 / 上海话,8.8,89311
梦之安魂曲 Requiem for a Dream,2000,达伦·阿伦诺夫斯基,剧情,美国,英语,8.8,209523
盲山,2007,李杨,剧情 / 犯罪,中国大陆,四川话 / 陕西话,8.8,193805
刺猬的优雅 Le hérisson,2009,莫娜·阿查切,剧情,法国 / 意大利,法语 / 日语,8.8,161919
公民凯恩 Citizen Kane,1941,奥逊·威尔斯,剧情 / 悬疑,美国,英语 / 意大利语,8.8,125263
亚当斯一家的价值观 Addams Family Values,1993,巴里·索南菲尔德,喜剧 / 惊悚 / 家庭 / 奇幻,美国,英语,8.8,76074
伴你高飞 Fly Away Home,1996,卡罗尔·巴拉德,剧情 / 家庭 / 冒险,美国,英语,8.8,60221
野草莓 Smultronstället,1957,英格玛·伯格曼,剧情 / 爱情 / 家庭,瑞典,瑞典语 / 拉丁语,8.8,80701
坠入 The Fall,2006,塔西姆·辛,剧情 / 喜剧 / 奇幻 / 冒险,美国 / 南非 / 印度,英语 / 罗马尼亚语 / 拉丁语,8.8,138638
海洋之歌 Song of the Sea,2014,汤姆·摩尔,动画 / 奇幻 / 冒险,爱尔兰 / 丹麦 / 比利时 / 卢森堡 / 法国,英语 / 爱尔兰语 / 苏格兰盖尔语,8.8,175635
蓝白红三部曲之红 Trois couleurs: Rouge,1994,克日什托夫·基耶斯洛夫斯基,剧情 / 爱情 / 悬疑,法国 / 波兰 / 瑞士,法语,8.8,129868
一次别离 جدایی نادر از سیمین,2011,阿斯加·法哈蒂,剧情 / 家庭,伊朗 / 法国,波斯语,8.8,256099
沙漠之花 Desert Flower,2009,雪莉·霍曼,剧情 / 传记,英国 / 德国 / 奥地利 / 法国,英语 / 法语,8.8,122349
芭比之魅力公主学院 Barbie: Princess Charm School,2011,Ezekiel Norton / Terry Klassen,动画 / 家庭 / 奇幻,美国,英语,8.8,12997
桃色公寓 The Apartment,1960,比利·怀尔德,剧情 / 喜剧 / 爱情,美国,英语,8.8,56230
