title,year,director,genres,country,language,rating,votes
霍伊特团队 Team Hoyt,2006,,,美国,英语,9.3,629
"Taylor Swift ""Fearless""巡演特辑 NBC Dateline-Taylor Swift The Fearless Tour",2009,,音乐,美国,英语,9.3,617
克里斯·波提：波士顿现场 Chris Botti: Live in Boston,2009,Jim Gable,音乐,美国,英语,9.3,471
X Japan 1997解散演唱会 The Last Live,1997,,,日本,日语,9.3,243
疯狂动物城 Zootopia,2016,拜伦·霍华德 / 瑞奇·摩尔 / 杰拉德·布什,喜剧 / 动画 / 冒险,美国,英语 / 挪威语,9.2,2094024
哈利·波特与魔法石 Harry Potter and the Sorcerer's Stone,2001,克里斯·哥伦布,奇幻 / 冒险,美国 / 英国,英语,9.2,1311432
三傻大闹宝莱坞 3 Idiots,2009,拉吉库马尔·希拉尼,剧情 / 喜剧 / 爱情 / 歌舞,印度,印地语 / 乌尔都语 / 英语,9.2,1965933
当幸福来敲门 The Pursuit of Happyness,2006,加布里埃莱·穆奇诺,剧情 / 家庭 / 传记,美国,英语 / 粤语,9.2,1605568
大话西游之大圣娶亲 西遊記大結局之仙履奇緣,1995,刘镇伟,喜剧 / 爱情 / 奇幻 / 古装,中国香港 / 中国大陆,粤语 / 汉语普通话,9.2,1620430
龙猫 となりのトトロ,1988,宫崎骏,动画 / 奇幻 / 冒险,日本,日语,9.2,1341180
天空之城 天空の城ラピュタ,1986,宫崎骏,动画 / 奇幻 / 冒险,日本,日语,9.2,948469
死亡诗社 Dead Poets Society,1989,彼得·威尔,剧情,美国,英语 / 拉丁语,9.2,804327
指环王2：双塔奇兵 The Lord of the Rings: The Two Towers,2002,彼得·杰克逊,剧情 / 动作 / 奇幻 / 冒险,美国 / 新西兰,英语 / 辛达林语 / 古代英语,9.2,805995
穿条纹睡衣的男孩 The Boy in the Striped Pajamas,2008,马克·赫尔曼,剧情 / 战争,英国 / 美国,英语 / 西班牙语,9.2,607451
饮食男女 飲食男女,1994,李安,剧情 / 家庭,中国台湾 / 美国,汉语普通话 / 闽南语 / 湖南话,9.2,670114
辩护人 변호인,2013,杨宇硕,剧情,韩国,韩语,9.2,627512
忠犬八公物语 ハチ公物語,1987,神山征二郎,剧情,日本,日语,9.2,208054
窃听风暴 Das Leben der Anderen,2006,弗洛里安·亨克尔·冯·多纳斯马尔克,剧情 / 悬疑,德国,德语,9.2,602000
天堂电影院 Nuovo Cinema Paradiso,1988,朱塞佩·托纳多雷,剧情 / 爱情,意大利 / 法国,意大利语,9.2,711089
哪吒闹海,1979,王树忱 / 严定宪 / 徐景达,动画 / 奇幻 / 冒险,中国大陆,汉语普通话,9.2,279641
小鞋子 بچه های آسمان,1997,马基德·马基迪,剧情 / 家庭 / 儿童,伊朗,波斯语,9.2,438418
天书奇谭,1983,王树忱 / 钱运达,动画 / 奇幻,中国大陆,汉语普通话,9.2,299189
摇滚红与黑 Le Rouge et le Noir,2016,François Chouquet / Laurent Seroussi,剧情 / 音乐 / 歌舞,法国,法语,9.2,23756
大决战之辽沈战役,1991,李俊 / 杨光远,剧情 / 历史 / 战争,中国大陆,汉语普通话,9.2,33315
天堂回信,1992,王君正,剧情 / 儿童,中国大陆,汉语普通话,9.2,49168
新·福音战士剧场版：终 シン・エヴァンゲリオン劇場版:│▌,2021,庵野秀明 / 鹤卷和哉 / 中山胜一 / 前田真宏,剧情 / 科幻 / 动画,日本,日语,9.2,82965
地下 Подземље,1995,埃米尔·库斯图里卡,剧情 / 战争,南斯拉夫 / 法国 / 德国 / 保加利亚 / 捷克 / 匈牙利 / 英国 / 美国,塞尔维亚语 / 德语 / 法语 / 英语 / 俄语,9.2,74778
神探夏洛克：福至如归 Sherlock Mini Episode - Many Happy Returns,2013,,剧情 / 悬疑 / 惊悚 / 犯罪,英国,英语,9.2,51578
鬼灭之刃 那田蜘蛛山篇 鬼滅の刃 那田蜘蛛山編,2020,外崎春雄,剧情 / 动作 / 奇幻,日本,日语,9.2,24416
大独裁者 The Great Dictator,1940,查理·卓别林,剧情 / 喜剧 / 战争,美国,英语 / 世界语,9.2,86718
淘金记 The Gold Rush,1925,查理·卓别林,喜剧 / 爱情 / 西部 / 冒险,美国,英语,9.2,63854
新世纪福音战士剧场版：死与新生 新世紀エヴァンゲリオン劇場版 シト新生,1997,庵野秀明 / 摩砂雪 / 鹤卷和哉,剧情 / 科幻 / 动画,日本,日语,9.2,52460
无言的山丘 無言的山丘,1992,王童,剧情 / 历史,中国台湾,闽南语 / 日语,9.2,31181
大宅门,2003,郭宝昌,剧情 / 爱情 / 传记,中国大陆,汉语普通话,9.2,14447
狐妖小红娘剧场版：王权富贵,2016,王昕,剧情 / 喜剧 / 爱情 / 动画,中国大陆,汉语普通话,9.2,17552
紫罗兰永恒花园 Extra Episode ヴァイオレット・エヴァーガーデン Extra Episode,2018,石立太一,剧情 / 动画,日本,日语,9.2,13501
你逃我也逃 To Be or Not to Be,1942,恩斯特·刘别谦,喜剧 / 爱情 / 战争,美国,英语 / 德语,9.2,53998
洞 Le trou,1960,雅克·贝克,剧情 / 惊悚 / 犯罪,法国 / 意大利,法语,9.2,56838
老友记重聚特辑 Friends: The Reunion,2021,本·温斯顿,喜剧 / 爱情,美国,英语,9.2,76863
辉夜大小姐想让我告白：初吻不会结束 かぐや様は告らせたい-ファーストキッスは終わらない-,2022,畠山守,喜剧 / 爱情 / 动画,日本,日语,9.2,7858
姊姊妹妹站起来,1951,陈西禾,剧情,中国大陆,汉语普通话,9.2,20821
寻子遇仙记 The Kid,1921,查理·卓别林,剧情 / 喜剧 / 家庭,美国,英语,9.2,48027
金猴降妖,1985,特伟 / 严定宪 / 林文肖,剧情 / 动画 / 奇幻,中国大陆,汉语普通话,9.2,15371
马戏团 The Circus,1928,查理·卓别林,喜剧 / 爱情,美国,英语,9.2,26268
战争与和平 Война и мир,1966,谢尔盖·邦达尔丘克,剧情 / 爱情 / 历史 / 战争,苏联,俄语 / 德语 / 法语,9.2,16217
IT狂人特别篇 The IT Crowd: The Internet Is Coming,2013,格雷厄姆·莱恩汉,喜剧,英国,英语,9.2,24077
剃头匠,2006,哈斯朝鲁,剧情 / 传记,中国大陆,汉语普通话,9.2,20646
极限公益联欢会,2016,严敏 Min Yan / 任静,音乐 / 歌舞 / 真人秀,中国大陆,汉语普通话,9.2,6290
你在想什么,1983,王缇 / 邢吉田 / 陈鹰,剧情,中国大陆,汉语普通话,9.2,3306
樱桃小丸子 ちびまる子ちゃん,1990,芝山努 / 須田裕美子,动画,日本,日语,9.2,10037
擅长捉弄的高木同学 剧场版 からかい上手の高木さん 劇場版,2022,赤城博昭,喜剧 / 爱情 / 动画,日本,日语,9.2,6871
剧场版魔法少女小圆 后篇 永远的故事 劇場版 魔法少女まどか☆マギカ [後編] 永遠の物語,2012,新房昭之 / 宫本幸裕,动画,日本,日语,9.2,8115
来自远方 Come from Away,2021,克里斯托弗·阿什利,歌舞,美国,英语,9.2,10117
排球少年剧场版：胜者与败者 劇場版 ハイキュー!! 勝者と敗者,2015,满仲劝,动画 / 运动,日本,日语,9.2,4200
吹响悠风号剧场版：誓言的终章 劇場版 響け！ユーフォニアム～誓いのフィナーレ～,2019,石原立也,动画,日本,日语,9.2,11274
机动战士高达 逆袭的夏亚 機動戦士ガンダム 逆襲のシャア,1988,富野由悠季,剧情 / 动作 / 科幻 / 动画 / 战争,日本,日语,9.2,9725
轻音少女番外篇：Live House けいおん! 番外編 ライブハウス!,2010,山田尚子,喜剧 / 动画 / 音乐,日本,日语,9.2,7141
孤独的美食家 除夕特别篇～ 最后一食！濑户内出差篇 孤独のグルメ 大晦日スペシャル ～食べ納め！瀬戸内出張編～,2017,,剧情,日本,日语,9.2,8424
机动战士高达 THE ORIGIN Ⅲ 破晓起义 機動戦士ガンダム THE ORIGIN Ⅲ 暁の蜂起,2016,安彦良和 / 今西隆志,科幻 / 动画,日本,日语,9.2,5985
战争与和平3：1812年 Война и мир III: 1812 год,1967,谢尔盖·邦达尔丘克,剧情 / 历史 / 战争,苏联,俄语,9.2,2960
"神秘博士特别篇：时间尽头(上) ""Doctor Who"" The End of Time: Part One",2009,Euros Lyn,,英国,英语,9.2,8041
机动战士高达 THE ORIGIN Ⅳ 命运前夜 機動戦士ガンダム THE ORIGIN Ⅳ 運命の前夜,2016,安彦良和 / 今西隆志,科幻 / 动画,日本,日语,9.2,5452
攻壳机动队SAC：笑面男 攻殻機動隊 STAND ALONE COMPLEX The Laughing Man,2005,神山健治,动画,日本,日语,9.2,7403
战争与和平4：皮埃尔·别祖霍夫 Война и мир IV: Пьер Безухов,1967,谢尔盖·邦达尔丘克,剧情 / 历史 / 战争,苏联,俄语,9.2,2996
虎与龙SP タイガー＆ドラゴンSP 「三枚起請の回」,2005,金子文纪 / 片山修 / 坪井敏雄,剧情 / 喜剧,日本,日语,9.2,7899
擅长捉弄的高木同学OVA：水滑梯 からかい上手の高木さん OVA 「ウォーター・スライダー」,2018,赤城博昭,喜剧 / 爱情 / 动画,日本,日语,9.2,3514
等待戈多 En attendant Godot,1989,Walter D. Asmus,,加拿大,法语,9.2,757
Lady Gaga：神彩巡回演唱会 Gaga Chromatica Ball,2024,Lady Gaga,音乐 / 真人秀,美国,英语,9.2,2449
一个名叫查理·布朗的男孩 A Boy Named Charlie Brown,1971,比尔·莫伦茨,剧情 / 喜剧 / 动画 / 家庭,美国,英语,9.2,1596
"福尔摩斯：斑点带子案 ""The Adventures of Sherlock Holmes"" The Speckled Band",1984,John Bruce,剧情 / 犯罪,英国,英语,9.2,2796
跟住去边度 跟住去邊度,1992,黃子華,喜剧 / 真人秀 / 脱口秀,中国香港,粤语,9.2,1550
"最后一案 ""The Adventures of Sherlock Holmes"" The Final Problem",1985,Alan Grint,悬疑 / 犯罪,英国,英语,9.2,1975
猫咪小贝,1999,曹小卉,剧情 / 动画 / 儿童,中国大陆,汉语普通话,9.2,948
新世纪福音战士 第0:0'话 来自黑暗之光 新世紀エヴァンゲリオン Genesis 0:0' THE LIGHT FROM THE DARKNESS,1997,庵野秀明,剧情 / 科幻 / 动画,日本,日语,9.2,1847
绅士联盟 圣诞特辑 The League of Gentlemen Christmas Special,2000,史蒂夫·班德莱克,喜剧,英国,英语,9.2,1750
黄子华栋笃笑之末世财神 黃子華棟篤笑之末世財神,1994,黄子华,,中国香港,粤语,9.2,1107
紫罗兰永恒花园 回忆 ヴァイオレット・エヴァーガーデン 特別編集版,2021,石立太一,剧情 / 动画,日本,日语,9.2,466
赛文奥特曼 我是地球人 ウルトラセブン わたしは地球人,1999,神澤信一 / 満留浩昌,动作 / 科幻,日本,日语,9.2,2956
我出生的那一天 ぼくの生まれた日,2002,渡边步,动画,日本,日语,9.2,1144
棱角杯 قىرلىق ئىستاكان,1999,迪力木拉提·穆罕穆德,剧情 / 喜剧,中国大陆,维吾尔语,9.2,910
阿信的故事 おしん,1984,山本映一,动画,日本,日语,9.2,732
罗大佑 北京-香港演唱会 羅大佑 北京-香港演唱會,2005,MP5,音乐,中国大陆 / 中国香港 / 中国台湾,汉语普通话 / 粤语,9.2,261
"欢乐树的朋友们：第二发球 Happy Tree Friends, Volume 2: Second Serving",2003,Rhode Montijo / Kenn Navarro,喜剧 / 动画,美国,英语,9.2,4641
新世纪福音战士 第0:0话 诞生之始 新世紀エヴァンゲリオン Genesis 0:0 IN THE BEGINNING,1995,庵野秀明,剧情 / 科幻 / 动画,日本,日语,9.2,2254
迪兰·莫兰：脱身 Dylan Moran: Off the Hook,2015,John Gordillo,喜剧,英国,英语,9.2,2078
乔治·卡林：你们都有病 George Carlin: You Are All Diseased,1999,罗科·厄比斯基,喜剧 / 脱口秀,美国,英语,9.2,1839
"空屋 ""The Return of Sherlock Holmes"" The Empty House",1986,Howard Baker,悬疑 / 犯罪,英国,英语,9.2,1646
老友记25周年：周年纪念 Friends 25th: The One With The Anniversary,2019,加里·哈勒沃尔森 / 凯文·布莱特 / 迈克尔·莱拜克,喜剧,美国,英语,9.2,1580
伙伴们 Company: A Musical Comedy,2008,隆尼·普莱斯,音乐,美国 / 日本,英语,9.2,622
魔笛 Mozart: Die Zauberflöte,2003,David McVicar / Colin Davis,戏曲,英国 / 德国,德语,9.2,1832
弄臣 Rigoletto,1992,Jean-Pierre Ponnelle,剧情 / 音乐,西德,意大利语,9.2,1679
乔治·卡林：挤在纽约 George Carlin: Jammin' in New York,1992,罗科·厄比斯基,喜剧 / 脱口秀,美国,英语,9.2,1583
米兰达：我的欢乐庆典 Miranda: My Such Fun Celebration,2020,,喜剧,英国,英语,9.2,1583
群英会,1957,岑范,戏曲,中国大陆,汉语普通话,9.2,896
银河英雄传说 Die Neue These 星乱 第3章 銀河英雄伝説 Die Neue These 星乱 第3章,2019,多田俊介,动画,日本,日语,9.2,797
哆啦A梦生日SP：哆啦A梦漫长的一天 ドラえもん誕生日スペシャル 「ドラえもんの長い一日」,2009,楠叶宏三 / 善聪一郎 / 高桥涉,科幻 / 动画,日本,日语,9.2,593
悲惨世界 Les Misérables,1972,Marcel Bluwal,剧情,France,French,9.2,302
乔治·卡林：人间不值得 George Carlin: Life Is Worth Losing,2005,罗科·厄比斯基,喜剧 / 脱口秀,美国,英语,9.2,1936
最佳污点 The Best of Blur,2000,Dave Balfe / Dwight Clarke / 格兰特·吉 / 乔纳森·格雷泽 / 凯文·戈德利 / 约翰·哈德威克 / 达明安·赫斯特 / 加斯·詹宁斯 / Matthew Longfellow / David Mould / Sophie Muller / Pedro Romhanyi / Willy Smax / 朱利安·邓波 / Jamie Thraves / 托马斯·温特伯格,音乐,英国,英语,9.2,1369
"临终的侦探 ""The Memoirs of Sherlock Holmes"" The Dying Detective",1994,Sarah Hellings,犯罪,英国,英语,9.2,1050
两个小印第安 Two Little Indians,1953,约瑟夫·巴伯拉 / 威廉·汉纳,喜剧 / 动画 / 短片 / 家庭,美国,英语,9.2,977
威尼斯商人 The Merchant of Venice,2016,Jonathan Munby,喜剧,英国,英语,9.2,836
“向后看 向前走”五条人线上音乐会,2020,张晓舟,音乐 / 真人秀,中国大陆,汉语普通话,9.2,683
安德烈·波切利米兰大教堂空场独唱 Andrea Bocelli : Music for Hope - Live from Duomo di Milano,2020,Chris Myhre,音乐,意大利,意大利语 / 英语,9.2,471
转世熏风 テンセイクンプー～転世薫風～,2006,きだつよし,剧情 / 音乐 / 歌舞 / 奇幻 / 古装,日本,日语,9.2,492
梅艳芳·10·思念·音乐·会,2013,,音乐,中国香港,粤语,9.2,465
柯南无国界：意大利 Conan Without Borders: Italy,2018,,脱口秀,美国,英语,9.2,410
范特西演唱会,2001,,音乐,中国台湾,汉语普通话,9.2,342
空气中的视听与幻觉 Live 空氣中的視聽與幻覺 Live,2015,,音乐,中国台湾,汉语普通话,9.2,259
碧翠丝·波特的故事 Tales of Beatrix Potter,2007,弗雷德里克·阿什顿,,英国,英语,9.2,268
Sondheim！生日演唱会 Sondheim! The Birthday Concert,2010,隆尼·普莱斯,,美国,英语,9.2,230
十年后：加长版魔笛手纪录片 Ten Years Later: The Extended Pied Piper Documentary,2019,,,美国,英语,9.2,219
友个人99世界巡回演唱会,1999,张淑仪,音乐,中国香港,粤语,9.2,160
"欢乐树的朋友们：第三击 Happy Tree Friends, Volume 3: Third Strike",2004,Rhode Montijo / Kenn Navarro,喜剧 / 动画,美国,英语,9.2,3920
TME live 五月天“好好好想见到你”跨年演唱会线上特别版,2020,,音乐 / 真人秀,中国台湾,汉语普通话,9.2,2959
乔治·卡林：王者归来 George Carlin: Back in Town,1996,罗科·厄比斯基,喜剧 / 家庭 / 脱口秀,美国,英语,9.2,1326
星期天与乔治同游公园 Sunday in the Park with George,1986,Terry Hughes,剧情 / 喜剧,美国,英语,9.2,1387
乐在当下 National Theatre Live: Present Laughter,2019,马修·沃楚斯,剧情 / 喜剧 / 同性,英国,英语,9.2,1334
电话 Telephone,2010,Jonas Åkerlund,歌舞,美国,英语,9.2,916
“黄河之水天上来”国宝音乐会,2020,于蕾,音乐 / 歌舞 / 历史 / 真人秀,中国大陆,汉语普通话 / 日语,9.2,784
奥普拉专访迈克尔·杰克逊 Michael Jackson Talks... to Oprah: 90 Primetime Minutes with the King of Pop,1993,Roger Goodman,脱口秀,美国,英语,9.2,661
张学友1/2世纪世界巡回演唱会,2011,,音乐,中国大陆 / 中国香港,,9.2,629
雅尼：雅典卫城现场音乐会 Yanni: Live at the Acropolis,1994,George Veras,音乐,美国 / 英国,英语,9.2,661
Britney Spears Live from Las Vegas,2001,Marty Callner,,美国,英语,9.2,663
Andrea Bocelli 2007意大利托斯卡纳演唱会 Vivere: Andrea Bocelli Live in Tuscany,2007,David Horn,歌舞,美国,英语,9.2,528
大卫幻象魔术15周年精选 The Magic of David Copperfield: 15 Years of Magic,1994,David Copperfield,真人秀,美国,英语,9.2,485
莫文蔚：好莫文蔚巡回演唱 莫文蔚: 好莫文蔚巡迴演唱會,2001,,音乐 / 歌舞,中国台湾,汉语普通话,9.2,453
枪炮玫瑰世纪精选MV Guns N' Roses: Welcome to the Videos,1998,Nigel Dick / Andrew Morahan,音乐,美国,英语,9.2,447
卡门 Carmen,2007,Francesca Zambello,剧情 / 音乐,英国 / BBC,法语,9.2,451
一点双人秀(试播集) A Bit of Fry and Laurie: Pilot,1987,Roger Ordish,喜剧,英国,英语,9.2,350
蝙蝠 Johann Strauss: Die Fledermaus,1986,Brian Large,,德国,德语,9.2,268
2019Avicii群星纪念音乐会 Avicii Tribute Concert,2019,,音乐 / 歌舞,瑞典,英语,9.2,291
Eason's Life 陈奕迅2013演唱会,2013,,,中国香港,,9.2,259
"滚石""甜蜜夏日""：海德公园现场 The Rolling Stones 'Sweet Summer Sun: Hyde Park Live'",2013,Paul Dugdale,,英国,英语,9.2,246
1314容祖儿演唱会 Joey Yung in Concert 1314,2013,,音乐 / 歌舞,中国香港,粤语,9.2,252
从未见过的老友记 Friends: The Stuff You've Never Seen,2001,凯文·布莱特,脱口秀,美国,英语,9.2,236
几时再见演唱会,1989,,音乐,中国香港,粤语,9.2,248
我是玛丽亚·凯莉 Here Is Mariah Carey,1993,,音乐,美国,英语,9.2,226
S.H.E 2GETHER 4EVER 演唱会,2014,,音乐,中国台湾,汉语普通话,9.2,204
山口百惠武道馆告别演唱会 伝説から神話へ 日本武道館さよならコンサート・ライブ,1980,,音乐,日本,日语 / 汉语普通话,9.2,163
林肯公园：德州现场 Linkin Park: Live in Texas,2003,Kimo Proudfoot,音乐,美国,英语,9.2,2293
林肯公园：革命之路 Linkin Park: Road to Revolution (Live at Milton Keynes),2008,Blue Leach,歌舞,美国,英语,9.2,1932
凡人与超人 National Theatre Live: Man and Superman,2015,西蒙·戈德温,戏曲,英国,英语,9.2,1263
银魂晴祭2016 銀魂晴祭り2016(仮),2016,空知英秋,动画,日本,日语,9.2,741
文艺趣向 National Theatre Live: The Habit of Art,2010,尼古拉斯·希特纳,剧情 / 喜剧,英国,英语,9.2,724
阿修羅城の瞳2003,2015,いのうえひでのり,,日本,日语,9.2,736
迈克尔杰克逊 独一无二 Michael Jackson - The One,0,Jim Gable,,美国,英语,9.2,654
世界滞在记：18岁的小栗旬在西伯利亚 世界ウルルン滞在記 小栗旬がシベリア,2009,,传记,日本,日语,9.2,709
天鹅湖 Swan Lake,2007,Ross MacGibbon,音乐,俄罗斯,英语,9.2,613
神秘博士：2010逍遥音乐会 Doctor Who At The Proms 2010,2010,,音乐,英国,英语,9.2,583
Justin Timberlake: FutureSex/LoveShow - Live from Madison Square Garden,2007,Marty Callner,音乐,美国,英语,9.2,642
吉赛尔 Giselle,1970,Hugo Niebeling,爱情 / 音乐 / 歌舞,西德,无对白,9.2,481
